trial_id,final_portfolio_value,total_return
0,1.4682662211070443,0.4682662211070443
1,0.7845656162058171,-0.2154343837941829
2,1.4192213968254404,0.41922139682544035
3,1.3177916027441907,0.3177916027441907
4,1.1029340334504905,0.10293403345049046
5,1.5675523794810677,0.5675523794810677
6,1.2209913671734147,0.22099136717341472
7,1.514992050351443,0.5149920503514429
8,1.093587895516211,0.09358789551621105
9,1.4731747213747295,0.4731747213747295
